product_id,product_name,category,order_day,forecast_units,safety_stock_buffer,beginning_stock,recommended_order_quantity,unit_cost,estimated_order_cost,shelf_life_days,spoilage_risk
PROD_025,Russet Potatoes (2.5kg),Food,Tuesday,184.3,36,75,150,1.4,210.0,25,False
PROD_025,Russet Potatoes (2.5kg),Food,Wednesday,180.3,35,41,180,1.4,252.0,25,False
PROD_025,Russet Potatoes (2.5kg),Food,Thursday,210.3,41,40,240,1.4,336.0,25,False
PROD_025,Russet Potatoes (2.5kg),Food,Friday,250.4,49,70,240,1.4,336.0,25,False
PROD_026,French Baguette,Food,Monday,182.4,36,49,175,0.85,148.75,2,False
PROD_026,French Baguette,Food,Tuesday,142.2,28,41,150,0.85,127.5,2,False
PROD_026,French Baguette,Food,Wednesday,139.1,27,49,125,0.85,106.25,2,False
PROD_026,French Baguette,Food,Thursday,162.3,32,35,175,0.85,148.75,2,False
PROD_026,French Baguette,Food,Friday,193.2,38,48,200,0.85,170.0,2,False
PROD_027,Lean Pork Chops (400g),Food,Monday,97.8,19,23,100,3.3,330.0,4,False
PROD_027,Lean Pork Chops (400g),Food,Tuesday,76.3,15,25,70,3.3,231.0,4,False
PROD_027,Lean Pork Chops (400g),Food,Wednesday,74.6,14,18,70,3.3,231.0,4,False
PROD_027,Lean Pork Chops (400g),Food,Thursday,87.0,17,14,90,3.3,297.0,4,False
PROD_027,Lean Pork Chops (400g),Food,Friday,103.6,20,17,110,3.3,363.0,4,False
PROD_028,Fresh Raspberries (175g),Food,Monday,97.7,19,14,110,2.3,253.0,3,False
PROD_028,Fresh Raspberries (175g),Food,Tuesday,76.2,14,26,70,2.3,161.0,3,False
PROD_028,Fresh Raspberries (175g),Food,Wednesday,74.5,14,20,70,2.3,161.0,3,False
PROD_028,Fresh Raspberries (175g),Food,Thursday,86.9,17,15,90,2.3,207.0,3,False
PROD_028,Fresh Raspberries (175g),Food,Friday,103.5,20,18,110,2.3,253.0,3,False
PROD_029,Cottage Cheese (400g),Food,Monday,84.0,16,20,80,1.5,120.0,14,False
PROD_029,Cottage Cheese (400g),Food,Tuesday,65.5,12,16,70,1.5,105.0,14,False
PROD_029,Cottage Cheese (400g),Food,Wednesday,64.1,12,20,60,1.5,90.0,14,False
PROD_029,Cottage Cheese (400g),Food,Thursday,74.8,14,16,80,1.5,120.0,14,False
PROD_029,Cottage Cheese (400g),Food,Friday,89.0,17,21,90,1.5,135.0,14,False
PROD_030,Fresh Zucchini (1kg),Food,Monday,103.2,20,14,120,1.15,138.0,6,False
PROD_030,Fresh Zucchini (1kg),Food,Tuesday,80.5,15,30,75,1.15,86.25,6,False
PROD_030,Fresh Zucchini (1kg),Food,Wednesday,78.8,15,25,75,1.15,86.25,6,False
PROD_030,Fresh Zucchini (1kg),Food,Thursday,91.9,18,21,90,1.15,103.5,6,False
PROD_030,Fresh Zucchini (1kg),Food,Friday,109.4,21,19,120,1.15,138.0,6,False
PROD_031,Organic Tofu Firm (400g),Food,Monday,84.5,16,14,90,1.25,112.5,20,False
PROD_031,Organic Tofu Firm (400g),Food,Tuesday,65.9,12,19,60,1.25,75.0,20,False
PROD_031,Organic Tofu Firm (400g),Food,Wednesday,64.4,12,13,70,1.25,87.5,20,False
PROD_031,Organic Tofu Firm (400g),Food,Thursday,75.2,14,19,80,1.25,100.0,20,False
PROD_031,Organic Tofu Firm (400g),Food,Friday,89.5,17,23,90,1.25,112.5,20,False
PROD_032,Gourmet Croissants (4-pack),Food,Monday,139.9,27,39,140,1.8,252.0,3,False
PROD_032,Gourmet Croissants (4-pack),Food,Tuesday,109.1,21,39,100,1.8,180.0,3,False
PROD_032,Gourmet Croissants (4-pack),Food,Wednesday,106.7,21,30,100,1.8,180.0,3,False
PROD_032,Gourmet Croissants (4-pack),Food,Thursday,124.5,24,23,140,1.8,252.0,3,False
PROD_032,Gourmet Croissants (4-pack),Food,Friday,148.2,29,38,140,1.8,252.0,3,False
PROD_033,Turkey Breast Slices (200g),Food,Monday,145.1,28,36,140,2.1,294.0,10,False
PROD_033,Turkey Breast Slices (200g),Food,Tuesday,113.2,22,30,120,2.1,252.0,10,False
PROD_033,Turkey Breast Slices (200g),Food,Wednesday,110.7,21,37,100,2.1,210.0,10,False
PROD_033,Turkey Breast Slices (200g),Food,Thursday,129.2,25,26,140,2.1,294.0,10,False
PROD_033,Turkey Breast Slices (200g),Food,Friday,153.8,30,37,160,2.1,336.0,10,False
PROD_034,Fresh Cilantro Bunch,Food,Monday,169.3,33,26,180,0.45,81.0,4,False
PROD_034,Fresh Cilantro Bunch,Food,Tuesday,132.0,25,36,140,0.45,63.0,4,False
PROD_034,Fresh Cilantro Bunch,Food,Wednesday,129.2,25,44,120,0.45,54.0,4,False
PROD_034,Fresh Cilantro Bunch,Food,Thursday,150.7,29,35,160,0.45,72.0,4,False
PROD_034,Fresh Cilantro Bunch,Food,Friday,179.4,35,44,180,0.45,81.0,4,False
PROD_035,Garlic (3-bulb pack),Food,Monday,172.2,34,47,160,0.6,96.0,40,False
PROD_035,Garlic (3-bulb pack),Food,Tuesday,134.2,26,34,140,0.6,84.0,40,False
PROD_035,Garlic (3-bulb pack),Food,Wednesday,131.3,25,40,120,0.6,72.0,40,False
PROD_035,Garlic (3-bulb pack),Food,Thursday,153.2,30,29,160,0.6,96.0,40,False
PROD_035,Garlic (3-bulb pack),Food,Friday,182.4,36,36,200,0.6,120.0,40,False
PROD_036,Fresh Cauliflower Head,Food,Monday,88.3,17,9,100,1.4,140.0,6,False
PROD_036,Fresh Cauliflower Head,Food,Tuesday,68.8,13,20,70,1.4,98.0,6,False
PROD_036,Fresh Cauliflower Head,Food,Wednesday,67.3,13,21,60,1.4,84.0,6,False
PROD_036,Fresh Cauliflower Head,Food,Thursday,78.5,15,14,80,1.4,112.0,6,False
PROD_036,Fresh Cauliflower Head,Food,Friday,93.5,18,16,100,1.4,140.0,6,False
PROD_037,Lemon 4-pack,Food,Monday,137.1,27,29,150,0.95,142.5,14,False
PROD_037,Lemon 4-pack,Food,Tuesday,106.9,21,41,90,0.95,85.5,14,False
PROD_037,Lemon 4-pack,Food,Wednesday,104.6,20,25,105,0.95,99.75,14,False
PROD_037,Lemon 4-pack,Food,Thursday,122.0,24,25,135,0.95,128.25,14,False
PROD_037,Lemon 4-pack,Food,Friday,145.2,28,38,135,0.95,128.25,14,False
PROD_038,Organic Hummus (250g),Food,Monday,114.0,22,38,105,1.6,168.0,12,False
PROD_038,Organic Hummus (250g),Food,Tuesday,88.9,17,29,90,1.6,144.0,12,False
PROD_038,Organic Hummus (250g),Food,Wednesday,86.9,17,30,75,1.6,120.0,12,False
PROD_038,Organic Hummus (250g),Food,Thursday,101.4,20,18,105,1.6,168.0,12,False
PROD_038,Organic Hummus (250g),Food,Friday,120.8,23,21,135,1.6,216.0,12,False
PROD_039,Fresh Asparagus (350g),Food,Monday,84.3,16,16,90,2.45,220.5,4,False
PROD_039,Fresh Asparagus (350g),Food,Tuesday,65.7,12,21,60,2.45,147.0,4,False
PROD_039,Fresh Asparagus (350g),Food,Wednesday,64.3,12,16,70,2.45,171.5,4,False
PROD_039,Fresh Asparagus (350g),Food,Thursday,75.0,14,21,70,2.45,171.5,4,False
PROD_039,Fresh Asparagus (350g),Food,Friday,89.2,17,16,90,2.45,220.5,4,False
PROD_040,Parmesan Wedge (200g),Food,Monday,81.2,15,23,80,3.1,248.0,60,False
PROD_040,Parmesan Wedge (200g),Food,Tuesday,63.3,12,21,60,3.1,186.0,60,False
PROD_040,Parmesan Wedge (200g),Food,Wednesday,61.9,12,18,60,3.1,186.0,60,False
PROD_040,Parmesan Wedge (200g),Food,Thursday,72.2,14,16,70,3.1,217.0,60,False
PROD_040,Parmesan Wedge (200g),Food,Friday,86.0,16,14,90,3.1,279.0,60,False
PROD_041,Sweet Corn (3-pack),Food,Monday,113.3,22,14,135,1.2,162.0,5,False
PROD_041,Sweet Corn (3-pack),Food,Tuesday,88.3,17,35,75,1.2,90.0,5,False
PROD_041,Sweet Corn (3-pack),Food,Wednesday,86.4,17,22,90,1.2,108.0,5,False
PROD_041,Sweet Corn (3-pack),Food,Thursday,100.8,19,26,105,1.2,126.0,5,False
PROD_041,Sweet Corn (3-pack),Food,Friday,120.0,23,30,120,1.2,144.0,5,False
PROD_042,Smoked Bacon (300g),Food,Monday,119.4,23,29,120,2.7,324.0,25,False
PROD_042,Smoked Bacon (300g),Food,Tuesday,93.1,18,29,90,2.7,243.0,25,False
PROD_042,Smoked Bacon (300g),Food,Wednesday,91.1,17,26,90,2.7,243.0,25,False
PROD_042,Smoked Bacon (300g),Food,Thursday,106.3,21,25,105,2.7,283.5,25,False
PROD_042,Smoked Bacon (300g),Food,Friday,126.5,25,24,135,2.7,364.5,25,False
PROD_043,Fresh Basil Pot,Food,Monday,60.2,11,7,70,1.05,73.5,7,False
PROD_043,Fresh Basil Pot,Food,Tuesday,46.9,9,16,40,1.05,42.0,7,False
PROD_043,Fresh Basil Pot,Food,Wednesday,45.9,9,9,50,1.05,52.5,7,False
PROD_043,Fresh Basil Pot,Food,Thursday,53.6,10,14,50,1.05,52.5,7,False
PROD_043,Fresh Basil Pot,Food,Friday,63.8,12,10,70,1.05,73.5,7,False
PROD_044,Roma Lettuce (2-pack),Food,Monday,132.6,26,24,135,1.15,155.25,5,False
PROD_044,Roma Lettuce (2-pack),Food,Tuesday,103.4,20,26,105,1.15,120.75,5,False
PROD_044,Roma Lettuce (2-pack),Food,Wednesday,101.2,19,28,105,1.15,120.75,5,False
PROD_044,Roma Lettuce (2-pack),Food,Thursday,118.0,23,31,120,1.15,138.0,5,False
PROD_044,Roma Lettuce (2-pack),Food,Friday,140.5,27,33,135,1.15,155.25,5,False
PROD_045,Organic Chia Pudding (200g),Food,Monday,89.4,17,24,90,1.7,153.0,6,False
PROD_045,Organic Chia Pudding (200g),Food,Tuesday,69.7,13,24,60,1.7,102.0,6,False
PROD_045,Organic Chia Pudding (200g),Food,Wednesday,68.2,13,14,70,1.7,119.0,6,False
PROD_045,Organic Chia Pudding (200g),Food,Thursday,79.6,15,16,80,1.7,136.0,6,False
PROD_045,Organic Chia Pudding (200g),Food,Friday,94.8,18,17,100,1.7,170.0,6,False
PROD_046,Brioche Buns (4-pack),Food,Monday,121.2,23,18,135,1.45,195.75,5,False
PROD_046,Brioche Buns (4-pack),Food,Tuesday,94.5,18,31,90,1.45,130.5,5,False
PROD_046,Brioche Buns (4-pack),Food,Wednesday,92.4,18,27,90,1.45,130.5,5,False
PROD_046,Brioche Buns (4-pack),Food,Thursday,107.8,21,24,105,1.45,152.25,5,False
PROD_046,Brioche Buns (4-pack),Food,Friday,128.4,25,22,135,1.45,195.75,5,False
PROD_047,Fresh Salmon Poke Bowl,Food,Monday,75.2,14,10,80,5.2,416.0,2,False
PROD_047,Fresh Salmon Poke Bowl,Food,Tuesday,58.6,11,14,60,5.2,312.0,2,False
PROD_047,Fresh Salmon Poke Bowl,Food,Wednesday,57.3,11,16,60,5.2,312.0,2,False
PROD_047,Fresh Salmon Poke Bowl,Food,Thursday,66.9,13,18,70,5.2,364.0,2,False
PROD_047,Fresh Salmon Poke Bowl,Food,Friday,79.6,15,21,80,5.2,416.0,2,False
PROD_048,Greek Kalamata Olives (300g),Food,Monday,78.4,15,18,80,2.1,168.0,90,False
PROD_048,Greek Kalamata Olives (300g),Food,Tuesday,61.1,12,19,60,2.1,126.0,90,False
PROD_048,Greek Kalamata Olives (300g),Food,Wednesday,59.8,11,18,60,2.1,126.0,90,False
PROD_048,Greek Kalamata Olives (300g),Food,Thursday,69.7,13,18,70,2.1,147.0,90,False
PROD_048,Greek Kalamata Olives (300g),Food,Friday,83.0,16,19,80,2.1,168.0,90,False
PROD_049,Organic Blueberries 500g Jumbo,Food,Monday,99.5,19,12,120,4.1,492.0,4,False
PROD_049,Organic Blueberries 500g Jumbo,Food,Tuesday,77.6,15,32,75,4.1,307.5,4,False
PROD_049,Organic Blueberries 500g Jumbo,Food,Wednesday,75.9,14,29,60,4.1,246.0,4,False
PROD_049,Organic Blueberries 500g Jumbo,Food,Thursday,88.5,17,14,105,4.1,430.5,4,False
PROD_049,Organic Blueberries 500g Jumbo,Food,Friday,105.4,20,30,105,4.1,430.5,4,False
PROD_050,Fresh Guacamole (200g),Food,Monday,91.3,18,16,100,1.95,195.0,4,False
PROD_050,Fresh Guacamole (200g),Food,Tuesday,71.2,13,24,60,1.95,117.0,4,False
PROD_050,Fresh Guacamole (200g),Food,Wednesday,69.7,13,13,70,1.95,136.5,4,False
PROD_050,Fresh Guacamole (200g),Food,Thursday,81.3,16,13,90,1.95,175.5,4,False
PROD_050,Fresh Guacamole (200g),Food,Friday,96.8,19,22,100,1.95,195.0,4,False
PROD_051,Pure Sparkling Mineral Water 1L,Beverage,Monday,325.1,120,197,250,0.6,150.0,180,False
PROD_051,Pure Sparkling Mineral Water 1L,Beverage,Tuesday,308.0,114,121,350,0.6,210.0,180,False
PROD_051,Pure Sparkling Mineral Water 1L,Beverage,Wednesday,325.1,120,163,300,0.6,180.0,180,False
PROD_051,Pure Sparkling Mineral Water 1L,Beverage,Thursday,376.4,140,138,400,0.6,240.0,180,False
PROD_051,Pure Sparkling Mineral Water 1L,Beverage,Friday,462.0,171,162,500,0.6,300.0,180,False
PROD_052,Cold Brew Coffee 330ml,Beverage,Monday,182.8,67,48,210,1.5,315.0,30,False
PROD_052,Cold Brew Coffee 330ml,Beverage,Tuesday,173.2,64,75,180,1.5,270.0,30,False
PROD_052,Cold Brew Coffee 330ml,Beverage,Wednesday,182.8,67,82,180,1.5,270.0,30,False
PROD_052,Cold Brew Coffee 330ml,Beverage,Thursday,211.6,78,79,240,1.5,360.0,30,False
PROD_052,Cold Brew Coffee 330ml,Beverage,Friday,259.7,96,107,270,1.5,405.0,30,False
PROD_053,Fresh Squeezed Orange Juice 1L,Beverage,Monday,164.8,61,40,200,2.1,420.0,10,False
PROD_053,Fresh Squeezed Orange Juice 1L,Beverage,Tuesday,156.2,58,75,150,2.1,315.0,10,False
PROD_053,Fresh Squeezed Orange Juice 1L,Beverage,Wednesday,164.8,61,69,175,2.1,367.5,10,False
PROD_053,Fresh Squeezed Orange Juice 1L,Beverage,Thursday,190.9,70,79,200,2.1,420.0,10,False
PROD_053,Fresh Squeezed Orange Juice 1L,Beverage,Friday,234.2,87,88,250,2.1,525.0,10,False
PROD_054,Unsweetened Almond Milk 1L,Beverage,Monday,172.3,64,65,175,1.25,218.75,90,False
PROD_054,Unsweetened Almond Milk 1L,Beverage,Tuesday,163.3,60,67,175,1.25,218.75,90,False
PROD_054,Unsweetened Almond Milk 1L,Beverage,Wednesday,172.3,64,79,175,1.25,218.75,90,False
PROD_054,Unsweetened Almond Milk 1L,Beverage,Thursday,199.5,74,82,200,1.25,250.0,90,False
PROD_054,Unsweetened Almond Milk 1L,Beverage,Friday,244.9,91,82,275,1.25,343.75,90,False
PROD_055,Organic Kombucha Ginger-Lemon 400ml,Beverage,Monday,87.5,32,28,105,1.9,199.5,45,False
PROD_055,Organic Kombucha Ginger-Lemon 400ml,Beverage,Tuesday,82.9,30,45,75,1.9,142.5,45,False
PROD_055,Organic Kombucha Ginger-Lemon 400ml,Beverage,Wednesday,87.5,32,37,90,1.9,171.0,45,False
PROD_055,Organic Kombucha Ginger-Lemon 400ml,Beverage,Thursday,101.3,37,40,105,1.9,199.5,45,False
PROD_055,Organic Kombucha Ginger-Lemon 400ml,Beverage,Friday,124.3,46,43,135,1.9,256.5,45,False
PROD_056,Electrolyte Energy Drink 500ml,Beverage,Monday,145.2,53,55,150,1.1,165.0,120,False
PROD_056,Electrolyte Energy Drink 500ml,Beverage,Tuesday,137.5,51,59,150,1.1,165.0,120,False
PROD_056,Electrolyte Energy Drink 500ml,Beverage,Wednesday,145.2,53,72,150,1.1,165.0,120,False
PROD_056,Electrolyte Energy Drink 500ml,Beverage,Thursday,168.1,62,77,175,1.1,192.5,120,False
