date,product_id,demand,pre_orders,store_open_tomorrow,is_promo
2019-05-03,PROD_002,5,,,
2019-02-02,PROD_003,10,,,
2019-12-01,PROD_006,7,,,
2019-09-03,PROD_006,9,,,
2019-09-03,PROD_002,8,,,
2019-10-03,PROD_005,7,,,
2019-08-01,PROD_002,9,,,
2019-08-01,PROD_003,8,,,
2019-08-02,PROD_006,9,,,
2019-06-03,PROD_006,6,,,
2019-10-02,PROD_006,4,,,
2019-08-03,PROD_004,6,,,
2019-05-02,PROD_004,10,,,
2019-08-03,PROD_004,6,,,
2019-10-02,PROD_002,10,,,
2019-06-03,PROD_005,8,,,
2019-11-03,PROD_006,7,,,
2019-07-02,PROD_003,6,,,
2019-04-01,PROD_001,1,,,
2019-07-03,PROD_005,5,,,
2019-08-02,PROD_002,10,,,
2019-01-02,PROD_006,7,,,
2019-03-01,PROD_004,5,,,
2019-03-03,PROD_001,8,,,
2019-03-03,PROD_003,8,,,
2019-09-02,PROD_002,7,,,
2019-04-03,PROD_006,7,,,
2019-05-03,PROD_003,3,,,
2019-03-03,PROD_005,8,,,
2019-08-02,PROD_005,4,,,
2019-10-02,PROD_005,1,,,
2019-11-02,PROD_005,3,,,
2019-12-03,PROD_004,4,,,
2019-06-02,PROD_004,10,,,
2019-03-01,PROD_004,9,,,
2019-04-01,PROD_001,9,,,
2019-02-03,PROD_001,9,,,
2019-04-01,PROD_006,3,,,
2019-11-03,PROD_006,7,,,
2019-12-02,PROD_002,8,,,
2019-10-03,PROD_003,3,,,
2019-06-03,PROD_003,7,,,
2019-11-01,PROD_006,2,,,
2019-11-03,PROD_005,8,,,
2019-12-03,PROD_001,3,,,
2019-11-02,PROD_004,9,,,
2019-09-03,PROD_004,10,,,
2019-05-03,PROD_002,5,,,
2019-02-03,PROD_001,5,,,
2019-11-01,PROD_002,1,,,
2019-11-01,PROD_003,9,,,
2019-11-03,PROD_004,2,,,
2019-05-01,PROD_005,4,,,
2019-02-02,PROD_005,8,,,
2019-01-01,PROD_005,8,,,
2019-09-02,PROD_001,3,,,
2019-07-01,PROD_001,4,,,
2019-02-02,PROD_003,9,,,
2019-02-03,PROD_006,2,,,
2019-06-01,PROD_005,8,,,
2019-05-02,PROD_005,6,,,
2019-07-02,PROD_001,4,,,
2019-07-03,PROD_002,4,,,
2019-09-02,PROD_006,10,,,
2019-12-03,PROD_006,7,,,
2019-08-01,PROD_003,10,,,
2019-05-01,PROD_005,4,,,
2019-04-01,PROD_005,10,,,
2019-06-03,PROD_006,5,,,
2019-03-01,PROD_004,2,,,
2019-07-01,PROD_005,9,,,
2019-07-01,PROD_002,7,,,
2019-07-01,PROD_005,10,,,
2019-02-02,PROD_002,4,,,
2019-06-03,PROD_005,1,,,
2019-06-01,PROD_006,1,,,
2019-04-03,PROD_004,6,,,
2019-12-03,PROD_004,4,,,
2019-03-02,PROD_005,7,,,
2019-03-03,PROD_001,5,,,
2019-10-01,PROD_005,6,,,
2019-02-01,PROD_002,2,,,
2019-12-03,PROD_004,1,,,
2019-05-03,PROD_002,2,,,
2019-05-02,PROD_002,2,,,
2019-01-02,PROD_003,5,,,
2019-07-03,PROD_004,9,,,
2019-10-02,PROD_001,10,,,
2019-09-02,PROD_003,3,,,
2019-10-01,PROD_001,5,,,
2019-11-03,PROD_004,7,,,
2019-08-03,PROD_002,5,,,
2019-12-03,PROD_006,4,,,
2019-09-03,PROD_003,5,,,
2019-12-03,PROD_003,4,,,
2019-07-02,PROD_005,9,,,
2019-03-02,PROD_002,5,,,
2019-05-02,PROD_003,9,,,
2019-10-02,PROD_001,3,,,
2019-05-03,PROD_004,7,,,
2019-04-02,PROD_001,1,,,
2019-02-03,PROD_005,9,,,
2019-04-03,PROD_001,1,,,
2019-07-01,PROD_003,4,,,
2019-08-03,PROD_002,10,,,
2019-09-01,PROD_006,10,,,
2019-01-03,PROD_001,3,,,
2019-07-03,PROD_003,2,,,
2019-06-01,PROD_002,4,,,
2019-06-03,PROD_001,9,,,
2019-02-02,PROD_001,7,,,
2019-03-01,PROD_005,5,,,
2019-05-01,PROD_005,9,,,
2019-06-02,PROD_002,4,,,
2019-11-01,PROD_006,4,,,
2019-01-03,PROD_003,4,,,
2019-06-01,PROD_003,5,,,
2019-11-03,PROD_003,6,,,
2019-10-03,PROD_003,7,,,
2019-09-03,PROD_006,10,,,
2019-06-03,PROD_004,1,,,
2019-05-03,PROD_004,6,,,
2019-04-03,PROD_001,9,,,
2019-12-03,PROD_005,4,,,
2019-04-02,PROD_005,1,,,
2019-11-01,PROD_003,5,,,
2019-04-01,PROD_002,4,,,
2019-04-03,PROD_005,4,,,
2019-02-01,PROD_004,10,,,
2019-04-01,PROD_004,5,,,
2019-10-03,PROD_006,3,,,
2019-08-01,PROD_005,4,,,
2019-12-01,PROD_004,2,,,
2019-04-02,PROD_001,7,,,
2019-08-02,PROD_002,10,,,
2019-09-03,PROD_002,1,,,
2019-02-01,PROD_002,9,,,
2019-08-03,PROD_005,10,,,
2019-08-03,PROD_003,2,,,
2019-09-03,PROD_002,7,,,
2019-08-03,PROD_005,6,,,
2019-08-03,PROD_003,4,,,
2019-07-02,PROD_001,8,,,
2019-08-01,PROD_002,1,,,
2019-10-03,PROD_002,3,,,
2019-12-01,PROD_004,1,,,
2019-01-01,PROD_001,6,,,
2019-02-01,PROD_001,6,,,
2019-03-03,PROD_004,1,,,
2019-07-02,PROD_001,10,,,
2019-03-02,PROD_003,5,,,
2019-03-03,PROD_003,10,,,
2019-03-02,PROD_006,4,,,
2019-02-03,PROD_006,10,,,
2019-08-02,PROD_004,7,,,
2019-09-02,PROD_003,1,,,
2019-02-02,PROD_002,10,,,
2019-07-03,PROD_001,4,,,
2019-02-02,PROD_003,8,,,
2019-08-01,PROD_006,5,,,
2019-12-02,PROD_005,10,,,
2019-01-01,PROD_006,10,,,
2019-04-02,PROD_005,9,,,
2019-05-03,PROD_004,8,,,
2019-05-03,PROD_005,10,,,
2019-01-01,PROD_001,2,,,
2019-02-02,PROD_006,8,,,
2019-03-02,PROD_006,1,,,
2019-05-01,PROD_002,1,,,
2019-08-01,PROD_006,3,,,
2019-09-02,PROD_005,6,,,
2019-05-01,PROD_005,5,,,
2019-01-03,PROD_005,2,,,
2019-06-02,PROD_005,6,,,
2019-01-01,PROD_004,2,,,
2019-07-02,PROD_003,10,,,
2019-12-02,PROD_004,6,,,
2019-06-02,PROD_001,10,,,
2019-11-03,PROD_005,5,,,
2019-07-02,PROD_005,7,,,
2019-05-01,PROD_002,1,,,
2019-07-03,PROD_005,1,,,
2019-01-02,PROD_003,6,,,
2019-03-01,PROD_004,1,,,
2019-05-01,PROD_003,1,,,
2019-12-01,PROD_002,10,,,
2019-07-01,PROD_006,9,,,
2019-09-02,PROD_002,3,,,
2019-05-02,PROD_004,9,,,
2019-07-03,PROD_001,6,,,
2019-04-02,PROD_002,2,,,
2019-02-01,PROD_003,6,,,
2019-11-02,PROD_003,10,,,
2019-03-02,PROD_006,10,,,
2019-01-01,PROD_002,9,,,
2019-10-01,PROD_002,7,,,
2019-02-03,PROD_006,7,,,
2019-10-03,PROD_003,7,,,
2019-01-03,PROD_002,7,,,
2019-01-03,PROD_004,2,,,
2019-07-01,PROD_003,3,,,
2019-01-02,PROD_004,4,,,
2019-09-03,PROD_004,4,,,
2019-04-02,PROD_006,5,,,
2019-04-03,PROD_004,5,,,
2019-03-03,PROD_004,6,,,
2019-07-02,PROD_006,1,,,
2019-05-02,PROD_006,3,,,
2019-01-03,PROD_004,3,,,
2019-08-01,PROD_002,7,,,
2019-08-02,PROD_005,4,,,
2019-10-02,PROD_002,7,,,
2019-07-02,PROD_001,1,,,
2019-09-03,PROD_003,9,,,
2019-03-02,PROD_003,10,,,
2019-07-02,PROD_002,6,,,
2019-12-01,PROD_002,10,,,
2019-09-03,PROD_006,2,,,
2019-05-03,PROD_001,3,,,
2019-03-03,PROD_004,7,,,
2019-08-03,PROD_003,5,,,
2019-03-02,PROD_005,10,,,
2019-06-03,PROD_006,9,,,
2019-03-02,PROD_006,3,,,
2019-12-02,PROD_003,10,,,
2019-04-02,PROD_002,4,,,
2019-02-03,PROD_004,3,,,
2019-01-03,PROD_001,10,,,
2019-07-02,PROD_004,10,,,
2019-11-01,PROD_003,6,,,
2019-12-02,PROD_001,1,,,
2019-09-01,PROD_002,6,,,
2019-08-01,PROD_005,2,,,
2019-08-01,PROD_006,2,,,
2019-12-03,PROD_003,7,,,
2019-04-03,PROD_004,10,,,
2019-10-02,PROD_002,7,,,
2019-01-01,PROD_006,4,,,
2019-06-01,PROD_005,4,,,
2019-12-01,PROD_005,10,,,
2019-07-02,PROD_002,8,,,
2019-06-01,PROD_004,9,,,
2019-02-03,PROD_005,9,,,
2019-04-02,PROD_004,9,,,
2019-06-02,PROD_004,5,,,
2019-02-02,PROD_002,7,,,
2019-11-01,PROD_003,7,,,
2019-04-02,PROD_003,4,,,
2019-06-02,PROD_004,8,,,
2019-08-01,PROD_005,3,,,
2019-05-03,PROD_006,10,,,
2019-09-03,PROD_005,7,,,
2019-01-03,PROD_002,4,,,
2019-08-02,PROD_002,1,,,
2019-01-03,PROD_003,1,,,
2019-10-03,PROD_004,10,,,
2019-12-01,PROD_001,8,,,
2019-12-02,PROD_006,2,,,
2019-02-01,PROD_006,8,,,
2019-02-02,PROD_003,1,,,
2019-08-01,PROD_002,10,,,
2019-03-02,PROD_003,5,,,
2019-09-03,PROD_002,8,,,
2019-11-01,PROD_005,6,,,
2019-11-02,PROD_003,10,,,
2019-05-03,PROD_005,8,,,
2019-05-01,PROD_002,3,,,
2019-06-02,PROD_003,1,,,
2019-05-03,PROD_004,7,,,
2019-03-01,PROD_006,1,,,
2019-11-02,PROD_006,4,,,
2019-05-02,PROD_002,1,,,
2019-03-03,PROD_005,8,,,
2019-04-02,PROD_001,7,,,
2019-03-03,PROD_002,1,,,
2019-11-02,PROD_005,5,,,
2019-12-01,PROD_006,6,,,
2019-03-03,PROD_001,8,,,
2019-04-03,PROD_002,9,,,
2019-08-01,PROD_001,4,,,
2019-08-02,PROD_006,5,,,
2019-03-02,PROD_003,5,,,
2019-07-02,PROD_006,1,,,
2019-04-03,PROD_004,3,,,
2019-01-01,PROD_001,10,,,
2019-09-01,PROD_006,8,,,
2019-12-03,PROD_005,7,,,
2019-09-01,PROD_002,5,,,
2019-02-01,PROD_006,6,,,
2019-01-01,PROD_006,6,,,
2019-02-03,PROD_006,2,,,
2019-08-01,PROD_003,9,,,
2019-01-01,PROD_003,8,,,
2019-07-03,PROD_005,4,,,
2019-08-01,PROD_006,2,,,
2019-12-01,PROD_005,7,,,
2019-08-01,PROD_001,3,,,
2019-08-01,PROD_003,3,,,
2019-06-01,PROD_006,4,,,
2019-12-02,PROD_002,1,,,
2019-08-01,PROD_003,10,,,
2019-05-02,PROD_003,1,,,
2019-07-02,PROD_001,8,,,
2019-02-03,PROD_002,5,,,
2019-06-03,PROD_001,5,,,
2019-06-02,PROD_001,6,,,
2019-05-02,PROD_003,6,,,
2019-02-03,PROD_004,7,,,
2019-09-02,PROD_003,9,,,
2019-09-02,PROD_005,4,,,
2019-09-02,PROD_004,10,,,
2019-07-02,PROD_005,8,,,
2019-02-02,PROD_001,6,,,
2019-11-03,PROD_002,4,,,
2019-02-03,PROD_001,3,,,
2019-10-03,PROD_005,9,,,
2019-08-02,PROD_005,6,,,
2019-10-01,PROD_006,7,,,
2019-10-01,PROD_001,4,,,
2019-02-03,PROD_006,2,,,
2019-02-02,PROD_002,2,,,
2019-03-01,PROD_005,6,,,
2019-05-01,PROD_004,7,,,
2019-02-03,PROD_003,4,,,
2019-05-01,PROD_001,7,,,
2019-03-02,PROD_002,1,,,
2019-06-02,PROD_005,5,,,
2019-09-01,PROD_005,3,,,
2019-09-02,PROD_005,6,,,
2019-06-01,PROD_002,7,,,
2019-10-01,PROD_003,9,,,
2019-07-02,PROD_001,6,,,
2019-09-01,PROD_005,10,,,
2019-05-02,PROD_001,2,,,
2019-02-03,PROD_001,2,,,
2019-04-03,PROD_005,9,,,
2019-11-03,PROD_001,5,,,
2019-01-01,PROD_003,10,,,
2019-10-02,PROD_005,7,,,
2019-11-02,PROD_005,3,,,
2019-07-02,PROD_002,2,,,
2019-06-03,PROD_002,2,,,
2019-04-03,PROD_003,4,,,
2019-10-03,PROD_001,1,,,
2019-04-02,PROD_003,1,,,
2019-09-01,PROD_001,7,,,
2019-07-02,PROD_002,5,,,
2019-03-01,PROD_004,8,,,
2019-10-03,PROD_001,2,,,
2019-02-03,PROD_005,10,,,
2019-09-02,PROD_003,1,,,
